,Player,Battles_R,Rank,Winrate_R,Avg.frags_R,Avg.damage_R
567,MaplePodoBanana87,77,1,70.13,1.62,67360
568,ScorpionX,20,9,70,1.25,81184
568,ChiefKim,30,8,70,0.8,61141
568,ColonelSanders,20,9,70,1.1,71154
568,EnforcerXD,30,7,70,0.9,76205
568,robeye1999,20,10,70,0.7,31648
568,i_Dev,20,9,70,1.0,61732
568,_Count_Trackula_,40,7,70,0.88,47693
568,marshalmartin,20,10,70,0.8,64946
568,Wraithguard12,20,8,70,0.75,40083
568,FlamingOmelette,20,10,70,0.7,51850
568,cheapinkc,20,9,70,0.95,74968
568,Daipraetor,20,8,70,0.8,62382
568,BandatBam,50,5,70,0.78,62304
568,Tsunomaki_Watame,20,9,70,1.25,65984
568,Obi1fashobi,20,8,70,0.75,66550
568,Captain_Crunch_21,20,10,70,0.6,48343
568,Hull__Balsey,20,9,70,0.5,59910
568,fuzzy_pick1es,20,9,70,0.8,53445
568,Free_Shot_sniper,20,9,70,0.95,50102
568,Ashes_Remain,30,8,70,0.5,53963
568,SuperComm4,20,9,70,0.6,40187
568,EatonZ26,20,9,70,0.65,66097
568,OTTR_LIFE,60,5,70,0.95,48926
568,LightningStrike502,20,9,70,1.2,74505
568,CShaw141,40,5,70,0.92,41565
568,HibikiLover,20,9,70,1.35,90295
568,whycolt0,20,10,70,0.4,32970
568,enams1025,20,10,70,0.75,60806
568,Lyooh,20,9,70,1.15,54218
597,Warlord78,73,1,69.86,1.4,63218
598,Borla78,53,5,69.81,1.04,74540
598,HowlingStar,53,5,69.81,0.83,63754
600,CapnPunkBerries,43,6,69.77,1.05,59295
600,AnimalAmbition6,43,7,69.77,0.67,59869
600,KaiserWilhelmTheII,86,1,69.77,1.31,81353
600,FairWindsFollowingSeas,43,5,69.77,1.37,74227
600,Coooconut,86,1,69.77,1.29,81515
605,MalteseKnight,76,1,69.74,1.3,83099
606,Kruos,33,8,69.7,0.94,61173
606,dfg2,33,7,69.7,0.85,55905
606,Radcki,33,8,69.7,1.0,55992
606,johnf10city,33,7,69.7,0.94,73473
606,Kiriate,33,7,69.7,0.64,40554
606,PaulVonLettowVorbeck,33,5,69.7,1.12,53133
606,Marlboro666,33,8,69.7,0.91,68370
613,Journey3914,56,5,69.64,0.96,62235
613,Hindenburg_,56,5,69.64,0.77,63887
613,HydroNaughty,56,5,69.64,0.8,68469
616,nanotaz,79,1,69.62,0.9,50947
616,Matens,79,1,69.62,0.99,63804
618,semx47,23,8,69.57,0.91,68236
618,Apples_come_from_me,23,10,69.57,0.7,64922
618,Punkhunter25,23,8,69.57,1.0,68774
618,Luistron,23,9,69.57,0.57,39765
618,Sullen_Maximus,23,8,69.57,1.0,41234
618,The_Adjudicator,23,9,69.57,1.09,55025
618,KingOgnik,23,8,69.57,0.87,57150
618,VanLozz,23,8,69.57,1.13,73271
618,MotherofallCrispy,23,9,69.57,0.91,57532
618,DragonkayIV,23,9,69.57,0.83,67103
618,GetNoScoped14,23,9,69.57,0.78,56911
618,RiPTater,23,8,69.57,1.3,91090
618,Jackson_Gunnery,23,9,69.57,1.13,61676
631,Foye_UnConQueRaBLe,82,1,69.51,0.94,64628
632,HorrorRoach,59,5,69.49,0.75,47891
632,Feeral,59,7,69.49,0.51,46135
634,WoShi_DaHunZi_,72,1,69.44,0.79,65741
634,Exusiai,72,1,69.44,1.18,45407
634,QuidProJoe,36,7,69.44,1.0,60407
634,Senapai,36,7,69.44,0.72,45085
634,Michaecola,36,6,69.44,1.19,72238
634,zumarius,36,7,69.44,1.03,77291
640,omnomtom,85,1,69.41,1.11,46158
641,DeeDee7,98,1,69.39,0.83,65423
641,nodapgamer,49,5,69.39,1.2,74487
641,USSBB62,49,5,69.39,1.53,76164
644,Goliath654,52,6,69.23,0.83,64860
644,ottopay,39,7,69.23,1.03,75102
644,GilgaMash,26,10,69.23,0.81,80001
644,Cit_the_bed,26,7,69.23,1.19,63593
644,Salixczar,39,6,69.23,0.64,50893
644,Xamarak,26,9,69.23,0.92,42631
644,palsky120666,26,6,69.23,1.81,82352
644,FalseIncipience,26,9,69.23,0.96,74133
644,Apollo_Omicron,39,6,69.23,1.03,57793
644,Samurai_Satan,26,7,69.23,1.35,51584
644,Alex_Rogan1,26,8,69.23,0.96,30464
644,SergioC91,39,7,69.23,0.79,60148
644,Monza406,26,8,69.23,0.62,71824
644,LouLou_Cat,39,5,69.23,1.23,70160
644,Fever_nova,52,5,69.23,1.23,65188
644,4R4D1N,39,7,69.23,0.77,49448
644,1105349165,26,9,69.23,1.12,86424
644,scWitness,26,8,69.23,0.58,54031
644,Nabentine,65,5,69.23,0.78,36336
644,Azusagawa_mai,91,1,69.23,1.24,90908
644,Hollocene,52,5,69.23,0.67,30577
665,S1XAN,94,1,69.15,0.83,61846
666,shootingstardrop,81,1,69.14,1.1,79286
667,TBNRstorm,55,5,69.09,0.62,38713
668,Wowfumiya,42,6,69.05,1.05,82162
668,IntoTheDusk,42,5,69.05,1.62,98965
670,Kyllmar,29,9,68.97,1.52,89761
670,M0nkE,29,8,68.97,0.97,59928
670,Dianeces,29,8,68.97,1.1,57349
670,Kenjister,58,4,68.97,0.71,72148
670,smokedog1877,29,8,68.97,0.69,57848
670,5thArmored1stDivision,58,5,68.97,0.67,62556
670,ManaTnT,87,1,68.97,1.22,86278
670,silvermoon_2016,29,9,68.97,0.93,40227
670,Nazurinn13,29,8,68.97,0.97,56322
670,Jaaaaason2333,29,8,68.97,0.9,77471
670,deepdarkfantasay,29,8,68.97,0.9,61536
681,piecesofpizza,74,1,68.92,1.27,58414
682,Accidental_Submarine,45,5,68.89,1.13,60695
682,interestinglittlepotato,45,7,68.89,1.07,68210
682,Big_Boy69,45,5,68.89,1.13,61432
685,Philown,61,5,68.85,1.1,76554
686,ITZ_ACE_BABY,77,1,68.83,1.13,71539
686,asashiooooo,77,3,68.83,0.91,68350
688,Ziad,16,10,68.75,0.81,65264
688,trzy666,16,10,68.75,1.06,88030
688,Silver_Isley,16,11,68.75,0.81,46686
688,WilliamTheDank,16,9,68.75,0.94,74091
688,Charmz,16,9,68.75,0.88,47545
688,TankOrBust,48,6,68.75,0.52,45282
688,Too_Old_2_B_Concerned,16,11,68.75,0.62,55979
688,somedude321456,16,9,68.75,0.38,47317
688,rodrod64,16,9,68.75,1.38,75362
688,Turlin,16,10,68.75,0.25,37557
688,Silent_Sins,32,8,68.75,0.62,53230
688,Desperado212,16,10,68.75,1.25,88270
688,StudentDriver,16,9,68.75,0.69,74674
688,8Bit_Gabriel,16,10,68.75,0.75,51528
688,_Sinful_,16,9,68.75,1.44,57423
688,me3mo,16,9,68.75,0.5,36026
688,Disengage1,16,10,68.75,0.62,54961
688,Millertime_destroyer,16,10,68.75,0.62,39140
688,Nockeln,32,8,68.75,0.66,37010
688,BadmiraI,16,10,68.75,0.44,47556
688,Kampfer_30,16,10,68.75,1.12,68395
688,Openshirt,16,10,68.75,0.19,33189
688,Ghostar_1,16,10,68.75,0.5,48252
688,Thunder_invader_11,16,9,68.75,1.0,83359
688,olsenwc,16,9,68.75,1.06,42801
688,Loobo203,16,10,68.75,0.56,53317
688,Phr34k_,16,10,68.75,0.69,46812
688,boeing95,16,10,68.75,1.0,45131
688,Kevin_Duree,16,10,68.75,0.62,37147
688,kamidomz,32,9,68.75,0.44,37814
688,Boobash_15,48,5,68.75,0.94,60611
688,Grand_ADM_Thrawn,16,10,68.75,0.88,64791
688,Paul1966_sniper,16,9,68.75,1.0,62714
688,ARC_sebcam,16,9,68.75,1.44,76612
688,RJhotFire,32,8,68.75,1.19,42355
688,crap_apple,64,5,68.75,0.78,53542
688,sirius_666,16,11,68.75,1.31,79456
688,lord_stern1,16,10,68.75,0.75,45998
688,NeoWarships,16,10,68.75,0.88,74414
688,scott_free,16,10,68.75,0.88,34688
688,Van_101,16,11,68.75,0.62,37637
688,Lolilanta,16,10,68.75,1.12,64695
688,The_Interloper,16,9,68.75,0.94,43993
688,UnfetteredShadow,48,5,68.75,0.88,51314
688,inconspicuous73,16,10,68.75,0.62,48149
688,something_invader,16,9,68.75,1.12,64962
688,Milan_Messina,16,10,68.75,0.81,68785
688,BACK2PORTBOI,16,10,68.75,0.62,69149
688,Real_HabonRoof,16,10,68.75,1.06,73308
688,Ship_My_Pants_,16,10,68.75,0.44,42449
688,Tenryuu_Kai_Ni,16,10,68.75,0.94,60889
688,Tigre_431,16,11,68.75,0.56,55155
688,MK_MKII,16,10,68.75,0.75,84321
688,SAVAGE_WOMBAT,32,7,68.75,1.25,64479
688,SBWGMYM,16,9,68.75,0.88,67874
688,n_o_ne,16,9,68.75,1.31,73018
688,Navjotsingh123456,16,10,68.75,0.62,26178
688,mosastroyerX,16,11,68.75,0.44,32202
746,Kanak_Unconquerable_Iron,67,3,68.66,1.4,48790
747,whitMei_,51,5,68.63,0.84,73422
747,CryHavocCerberus,51,6,68.63,0.94,63155
749,csx0,86,1,68.6,0.87,68977
750,jagdhund,35,8,68.57,0.6,38785
750,hellbringner,35,8,68.57,0.4,40898
750,YaoYaoCheckOut,35,7,68.57,1.31,96668
750,Lamp004,35,7,68.57,0.8,47857
750,Darcknesworld,35,8,68.57,0.6,55031
750,StrikeForceHeros,35,8,68.57,0.94,78382
750,Larapio,35,7,68.57,0.74,54059
750,Alpaca_Especial,35,7,68.57,0.54,27386
750,Trustkir,35,7,68.57,0.94,58666
750,sheckephano,70,4,68.57,0.97,79591
750,marcelosaravi,35,8,68.57,0.74,35899
761,eduardo1234,54,6,68.52,0.87,58386
761,Poi_Seidon,54,4,68.52,1.02,42115
761,Reimu_Bakarei,54,5,68.52,1.31,71871
761,KinematiK,54,7,68.52,0.93,64798
765,AresvirusInfection,92,1,68.48,0.82,48957
766,Sgt_Basher,19,10,68.42,0.53,47297
766,Derwood62,19,9,68.42,0.58,40552
766,Ammoracked_Again,19,9,68.42,0.95,71649
766,kistos,19,10,68.42,0.53,39051
766,ace00004,19,10,68.42,0.89,65148
766,xGreyGhostx,19,9,68.42,1.26,82526
766,OrkyBoss,19,10,68.42,0.63,58547
766,Malandrix,19,9,68.42,0.26,50403
766,TFKailua,19,10,68.42,0.89,43469
766,LupusVargus,19,9,68.42,1.05,64563
766,bleech32,19,10,68.42,0.74,45436
766,iviast3r,19,10,68.42,0.63,62259
766,NextMe,19,9,68.42,0.79,50666
766,Dedicatus,19,10,68.42,1.11,84055
766,Epic_Baller,19,11,68.42,0.68,55421
766,pistolmagee,19,10,68.42,0.47,38787
766,jw6969,19,10,68.42,0.68,66232
766,RVSHB,38,5,68.42,1.21,78485
766,0511_POG_USMC,19,9,68.42,0.84,41340
766,Soulstryke,95,1,68.42,0.84,52451
766,Javier_Padilla,19,10,68.42,0.79,52958
766,Mudkip987,19,10,68.42,1.26,84747
766,ConorH07,57,4,68.42,0.88,59318
766,NH_USA,19,10,68.42,0.37,47408
766,stevenzhao22,19,9,68.42,1.0,44356
766,FaZe_tity,19,10,68.42,0.58,41262
766,BRC8,19,10,68.42,1.42,79708
766,Helloeverybody5,19,9,68.42,1.42,97147
766,Ableson_warrior,76,1,68.42,1.0,71600
766,BCLepage,19,10,68.42,0.63,28874
766,LaDameAuxCame,19,10,68.42,0.42,57607
766,ATK_PopCorn,57,5,68.42,0.6,44683
766,PasserTamago,19,10,68.42,0.63,40530
766,scottishmentat,19,9,68.42,0.68,25907
766,R0gue_F1ghter,19,10,68.42,1.26,95757
801,ThiagoL0rD,79,3,68.35,1.2,78365
802,BMEofSJTU,60,4,68.33,1.15,81306
803,Pepper1155,41,7,68.29,0.95,46761
803,The_Sea_Witch,41,7,68.29,0.68,42467
803,Fubbleskag,41,6,68.29,0.73,56242
803,AngryBeans,41,6,68.29,0.83,46031
803,Hoop53,41,8,68.29,0.41,36075
803,grindcoffeee,41,5,68.29,1.17,90328
809,Crashingplanes,63,3,68.25,1.13,63227
809,KeenMarx,63,4,68.25,0.81,58305
811,Quarantined_,85,1,68.24,1.05,71411
811,Ducky_shot,85,1,68.24,0.94,39515
813,PlaceboJeffect,22,8,68.18,1.32,88806
813,AdmiralKird,88,1,68.18,1.55,75193
813,99_percent_luck,66,3,68.18,1.23,71225
813,Hopikaz83,22,9,68.18,1.23,66080
813,RickRouss,22,9,68.18,0.73,36648
813,Caffeinicus,22,9,68.18,0.95,49081
813,bixylshuftan,22,9,68.18,0.23,29437
813,Samurai_warrior_1,22,9,68.18,1.41,88095
813,Zhika,22,10,68.18,1.23,52518
813,ExEFTUpRecruit,22,9,68.18,1.0,74570
813,BlizzardHero,22,10,68.18,1.73,84032
813,xXMcNinjaXx,22,9,68.18,1.18,57860
813,Aseval,22,9,68.18,0.59,45031
813,John_The_Ruthless,66,1,68.18,1.41,56587
813,PrinzEugenLover69,22,10,68.18,1.18,73869
813,StephenWhite,22,9,68.18,0.82,60285
813,fatcat000,22,9,68.18,0.59,45951
813,moedadi,88,1,68.18,0.85,57901
813,Badigadi,22,9,68.18,1.09,53018
813,CelloForEver2018,22,9,68.18,0.45,51015
813,elloco117,22,10,68.18,0.55,47398
813,FebreezeVaper,22,9,68.18,1.09,49329
813,Asrioth,22,8,68.18,0.68,63481
813,shadoworca_666,44,7,68.18,0.73,55316
813,shiki_,22,10,68.18,0.68,34438
838,MistaCat,91,1,68.13,1.13,69639
839,TheGyasi,47,6,68.09,0.79,67269
840,SloppyJ0e,25,9,68,0.76,43502
840,RazgrizRaptor,25,9,68,1.28,72048
840,NProv,50,6,68,1.22,85801
840,nimbalo500,25,9,68,0.96,61497
840,CodeCowz,75,5,68,0.77,52932
840,ReconCav,25,8,68,0.56,61297
840,KagaSensei,25,9,68,1.24,76796
840,Sonar_marksman,25,10,68,0.48,46858
840,CaptDaemon,25,10,68,0.48,52181
840,ARP_Yamato,75,1,68,0.73,40593
840,wozhekezhenxing,50,5,68,0.88,84083
840,Leap_4rog,25,9,68,0.44,69200
840,valen_546,50,6,68,1.2,90515
853,IowaClassBattleshipIV,78,1,67.95,1.1,43455
854,WOWOSHINO,53,5,67.92,1.06,71040
855,Heiwarikanade,81,1,67.9,1.12,53775
856,Stuby5600,28,9,67.86,1.14,57060
856,Shogun_Phantom,28,9,67.86,0.64,61465
856,SkEeZlcks,28,9,67.86,1.18,76656
856,Drazhen_JEFF,84,1,67.86,0.96,50515
856,wang_yinchuan,28,8,67.86,0.86,56607
856,SkyHarbor6,28,9,67.86,0.89,55358
856,Jmo_2015,28,8,67.86,1.21,62212
856,roles3203,28,9,67.86,0.93,37356
856,Antonius_Jones,28,8,67.86,1.07,44593
856,Admiral_Maddox,56,4,67.86,0.88,54989
856,ADMTirpitz,28,9,67.86,0.68,54972
856,IridiumSix,28,7,67.86,0.57,54701
856,Cruiser_Thor,28,8,67.86,0.89,69046
856,FZ1Rider,28,9,67.86,0.96,75139
856,Vallad_invader,28,9,67.86,1.32,66009
856,Gozer8,28,9,67.86,0.93,59526
856,Wermp,28,8,67.86,0.86,52570
856,Xtr3m3_Master_Baiter,28,9,67.86,0.75,57879
856,Pviruss,84,1,67.86,1.15,75402
875,SpicyTacoTruck,59,4,67.8,0.88,29352
875,Shortmoon,59,6,67.8,0.98,57179
875,GTLlama,59,5,67.8,1.02,72445
878,GrandmasGoneWild,90,1,67.78,0.72,41598
878,WizardFerret,90,1,67.78,1.22,83580
880,NotNotSam,31,8,67.74,0.97,69299
880,TaNaMira,31,9,67.74,0.68,45453
880,S_stands_for_shindeiru,31,8,67.74,0.77,70642
880,DutchOven60,31,7,67.74,1.23,70394
880,YummeyMango,31,8,67.74,1.03,67403
880,Dave__1,31,9,67.74,0.68,63354
880,LifelessAlloy54,31,9,67.74,0.94,56940
880,Akula_SoloWinPixy,31,7,67.74,0.94,73323
880,DollzEyez,31,8,67.74,0.77,27198
880,Mr_KingSize,31,9,67.74,0.74,70752
890,canabidol,65,7,67.69,0.63,51377
890,Rayne87,65,4,67.69,0.82,62354
892,bunny232,34,8,67.65,0.82,71773
892,super_drew,34,8,67.65,0.53,54338
892,Finrar,34,8,67.65,0.91,65806
892,Skomomo,34,7,67.65,1.12,84781
892,4thwheel,34,10,67.65,0.74,64190
892,Hit_me_BB_one_more_time,34,9,67.65,0.5,49401
892,Catalyst410,34,8,67.65,0.71,64069
899,Tencent_Best_Company,71,1,67.61,0.85,43734
900,majorpains78,37,7,67.57,0.95,59250
900,AlphaDeltaEpsilon,37,8,67.57,0.68,52138
900,pred21,37,8,67.57,1.22,73851
900,QuilavaMan,74,4,67.57,1.12,76589
900,EKFUSCO,37,6,67.57,1.22,55389
900,requte,37,7,67.57,0.68,42934
900,TheCrusadesPoi,37,7,67.57,0.89,75109
900,Umino_sense,37,5,67.57,1.05,68288
908,Biddybam,40,7,67.5,1.35,76877
908,Fool_of_a_Took,40,8,67.5,0.62,26004
908,jgn42,40,7,67.5,0.6,52324
911,GrizzledMcThornbody,43,6,67.44,1.14,67847
911,Ltdonjuan,43,6,67.44,0.49,35866
911,Murican_Tanker,43,6,67.44,0.79,35337
911,Jack__steel,43,8,67.44,0.72,53875
911,Ivan_Namirettov_,43,6,67.44,1.23,59632
911,volutionseba,86,1,67.44,0.8,47341
911,mo_11b,43,7,67.44,0.49,57635
911,High_ping_Warrior_CN,86,1,67.44,0.84,56588
919,MSN02Zeong,89,2,67.42,0.88,53470
920,Space__Pope,46,6,67.39,0.83,69616
920,Rear_Admiral_Pepe,46,6,67.39,0.89,55555
920,LtDannnn,46,6,67.39,0.89,63708
920,thegrimace,46,7,67.39,0.87,53627
924,_Barage_,98,1,67.35,1.18,66549
924,GMSchwartz,49,6,67.35,1.06,77827
924,fushun_txdy,49,5,67.35,1.06,74178
927,Hiro97,52,7,67.31,0.92,67038
927,CptBoma,52,5,67.31,1.12,73102
927,PurpleAki_UK,52,6,67.31,1.08,58286
930,Libra117,107,1,67.29,1.39,72654
931,bubbiepo,55,5,67.27,1.09,86825
931,bigb0ngz,55,5,67.27,1.22,85783
931,HanzLifter,55,5,67.27,0.85,32397
931,DamonDoil,110,1,67.27,1.05,74248
931,MrsNoturno,55,6,67.27,0.96,84452
931,LastPure,55,5,67.27,0.89,57851
937,DokterBeefcake,58,6,67.24,0.76,43037
937,throatPUNCHR,58,5,67.24,0.78,49904
937,WallyM,58,5,67.24,0.81,76489
937,ANHUIRENLJD,58,5,67.24,0.98,77670
941,N0THINGSAFE,61,5,67.21,0.95,62705
942,HaoHow,64,3,67.19,0.89,55442
942,teitoku_misaki,64,4,67.19,0.97,63840
944,teddybearthe3rd,73,4,67.12,0.97,65756
945,XH15,88,3,67.05,0.65,44766
946,Captain_Fezzik,94,1,67.02,1.04,40498
947,DarthSalty_The_Wise,100,1,67,1.2,60939
947,TBot9000,100,1,67,1.37,64864
949,vonGreymere,15,10,66.67,0.4,37663
949,Hika,24,10,66.67,0.42,45746
949,ruslanbear14,39,6,66.67,1.15,91481
949,Feminist,63,3,66.67,1.05,60220
949,LieutHawkeye,18,8,66.67,1.56,91240
949,BansheeViper,18,10,66.67,0.5,35101
949,MCAS,24,9,66.67,0.79,68514
949,geraldjack,27,9,66.67,0.81,61547
949,Zenky75,21,9,66.67,0.48,34826
949,TheOldGuardian,18,10,66.67,0.89,77287
949,Jagdweasel,15,11,66.67,0.73,62848
949,stevcook,18,10,66.67,0.28,30230
949,Iopis,30,9,66.67,0.87,66842
949,gundam2010,18,10,66.67,0.61,69514
949,pejaqsy,15,10,66.67,0.93,71006
949,one4nukes,27,9,66.67,1.15,72132
949,NX915,18,10,66.67,0.83,54180
949,chaoticevil,27,8,66.67,0.81,56265
949,Ooyodo_,33,8,66.67,1.03,61348
949,TheTexan1,15,9,66.67,0.67,54257
949,devilman275,15,9,66.67,1.0,85222
949,DaChosen1FoSho,18,9,66.67,0.61,66264
949,SeinerMajestatSchiff,15,10,66.67,0.8,41604
949,Chaotics,27,8,66.67,1.0,61190
949,Skyace,18,10,66.67,0.67,60842
949,Kohler7,21,10,66.67,0.67,52285
949,btsulliv,36,7,66.67,1.14,71584
949,Toran_Gammont,15,9,66.67,0.93,61977
949,Malarkey_,15,10,66.67,0.87,73467
949,StephenC93,42,7,66.67,1.1,64298
949,HeisenbergX,18,9,66.67,0.72,56719
949,Vargyas,18,9,66.67,0.72,52710
949,DeathChaser8,18,10,66.67,0.78,54765
949,Tac32,81,5,66.67,0.83,67786
949,var77,27,8,66.67,1.0,77641
949,Quincy71_GWP,21,9,66.67,0.67,62305
949,davdecker,15,10,66.67,0.2,28117
949,DrReacharound,18,10,66.67,1.06,44971
949,ATKBeavs,27,8,66.67,0.7,51560
949,Maddog2427,54,3,66.67,1.17,60197
949,Kitano_Honoka,15,9,66.67,0.87,35971
949,TarValon4629,15,10,66.67,0.8,39867
949,_Caliph_,24,9,66.67,0.83,55460
949,Landkruser1,15,10,66.67,1.27,76491
949,sancheng,27,8,66.67,0.74,61893
949,Akirara,42,6,66.67,0.95,92367
949,xKSNx,63,5,66.67,1.22,57457
949,GrandMoffKarlDoenitz,15,10,66.67,1.2,81413
949,chanwitz__O_Oll,18,10,66.67,0.72,71840
949,Wizzard_x,18,10,66.67,0.94,35089
949,capatterson,15,10,66.67,0.13,28021
949,Knight_4_IAM,15,10,66.67,0.93,42986
949,Windcaller,18,10,66.67,0.72,69052
949,JollyRoger6969,39,9,66.67,0.82,60744
949,cuda_392,18,10,66.67,0.67,49518
949,DankTank73,18,10,66.67,0.78,46350
949,Arctic_Ebola,27,8,66.67,0.93,45658
949,Davoren,15,10,66.67,1.13,63236
949,Pappy_boigton,21,10,66.67,0.57,36470
949,alexrowing,42,8,66.67,0.79,58458
949,Nastyhobbitses,36,8,66.67,0.83,75169
949,DoranVuTye,63,5,66.67,0.87,59148
949,chev3,18,10,66.67,1.0,61104
949,LordKaldorDraigo,18,10,66.67,0.61,71843
949,almerac,21,10,66.67,0.48,31479
949,SFC_Sabo,18,9,66.67,0.94,47521
949,HolyName34,30,9,66.67,1.37,54827
949,MrSharkswith,33,7,66.67,0.91,72022
949,MormonAngelofDeath,27,8,66.67,0.52,54501
949,spyshooter,15,10,66.67,0.73,63463
949,TheRoflman,15,10,66.67,0.93,76241
949,Lokimaximus,15,11,66.67,1.27,65573
949,sleeping_ninja,84,1,66.67,1.39,81475
949,Shironeko376,15,10,66.67,0.73,49795
949,Eagle_of_faith,39,8,66.67,1.0,71314
949,wyldkat40,21,9,66.67,0.71,47354
949,BlackPraetorian,21,10,66.67,0.86,44149
949,Wolf_von_der_Aurora,18,10,66.67,0.89,60343
949,Ajax_the_Great1,33,7,66.67,1.15,60040
949,Blue_Morpho,27,8,66.67,1.07,49851
949,colinxu,24,9,66.67,0.96,72182
949,AceFreedom,15,10,66.67,1.0,71722
949,CaptEddie_AncientMariner,15,9,66.67,1.2,83873
949,BomberHawk,39,8,66.67,0.87,50963
949,DragoonOmega,18,10,66.67,0.89,82405
949,ObeWonKaNoobi,21,9,66.67,0.71,66304
949,LongestSilence,15,10,66.67,0.67,42467
949,Xtremexc29,18,10,66.67,0.67,49778
949,ghyharry,15,10,66.67,0.8,74336
949,Soryu007,27,9,66.67,0.56,41545
949,rapid_exposure,21,10,66.67,0.48,34634
949,Von_der_Tann,21,9,66.67,0.67,39095
949,Xx_Nick44_xX,36,8,66.67,1.08,91293
949,oculus_,15,9,66.67,0.93,48978
949,Gor_Hajus,15,10,66.67,0.93,50037
949,Jon_Snow1257,27,9,66.67,0.48,43037
949,FloatingFirebat,36,7,66.67,0.83,62056
949,SedativeComet,21,10,66.67,0.86,69419
949,DerpyWasTaken,15,10,66.67,0.93,75641
949,_greifer,27,6,66.67,1.22,63255
949,Jack_Daniels_JD,18,9,66.67,0.56,64248
949,Gathering_Tempest,27,9,66.67,1.41,54154
949,Jagg3dFel,15,10,66.67,1.07,70207
949,Chloride_TW,24,8,66.67,0.96,60768
949,xeonwarrior,33,9,66.67,1.09,88299
949,vittu_lentotukialuksia,30,8,66.67,1.3,92793
949,Le_Lorsaire,15,11,66.67,0.87,55158
949,TTitachi,48,8,66.67,0.88,76049
949,CarDiv5_Zuikaku,18,9,66.67,0.94,50010
949,Dementedmind51,15,10,66.67,0.6,64844
949,Kavurn,21,11,66.67,0.52,30713
949,Charest87,42,6,66.67,1.4,69658
949,AndrewR217,33,8,66.67,0.79,71410
949,Kiramain,18,9,66.67,1.44,73083
949,Galacticships,21,9,66.67,1.24,89028
949,Kikumeishi,21,8,66.67,0.81,65617
949,SpitHawtFiyah,18,10,66.67,0.61,35788
949,JulianT06,21,10,66.67,0.52,50226
949,Faradorn,15,10,66.67,0.87,44002
949,autumn_Cube,33,9,66.67,0.94,56712
949,U_571_,45,7,66.67,0.64,37098
949,jonwain,15,10,66.67,0.53,30994
949,rifleman345,24,8,66.67,0.58,55263
949,ACow12,21,9,66.67,0.76,67513
949,Admiral_Cromwell,15,10,66.67,1.0,81131
949,Bismarck_The_Wolf,24,9,66.67,0.71,54171
949,Reaver97,27,10,66.67,0.52,36038
949,TheFreighTrain,15,12,66.67,0.93,65159
949,TheDurr,18,9,66.67,1.33,65796
949,Alex_soulsteal,24,9,66.67,0.79,71975
949,Mwellret,15,10,66.67,0.6,52041
949,Iron_Sarge69,33,8,66.67,0.91,67267
949,Liu_Cassidy,15,9,66.67,0.8,40749
949,Ar_Akikaz,18,10,66.67,0.83,39945
949,Shyuuga_Heero,48,7,66.67,0.69,44312
949,SovieRaider,18,10,66.67,1.39,92129
949,FireFury78,33,8,66.67,0.61,64051
949,SirCoke,27,8,66.67,0.85,79651
949,Alfa_223,36,8,66.67,0.94,65171
949,Majtolycus,15,10,66.67,0.93,51217
949,Esbern_Snare,27,8,66.67,0.63,38148
949,MakiStar,30,9,66.67,0.73,60018
949,Wormy37,18,9,66.67,0.89,70612
949,NHT9713,15,10,66.67,1.0,60550
949,bigfat2016,45,7,66.67,0.56,50275
949,redbull_gmc,27,9,66.67,0.63,51377
949,DGOZZO,27,9,66.67,0.63,61526
949,SpysApprentice,15,11,66.67,0.27,59352
949,HuaKui,21,9,66.67,1.05,83751
949,Ducc_ducc,15,10,66.67,0.67,50036
949,m373x,84,1,66.67,1.21,48636
949,kor_art_a,21,9,66.67,0.76,60182
948,EverFalcao,27,8,66.67,0.89,64072
948,Beatty_10,21,10,66.67,1.05,72906
948,Fer_Remix,18,10,66.67,0.56,49533
948,icomen55i,18,9,66.67,1.28,63771
948,BLACK066,21,9,66.67,0.24,32941
948,Spud_butt,15,10,66.67,1.33,92353
948,Mitrhilthor,15,12,66.67,0.8,69929
948,LouiChan,15,10,66.67,1.53,76857
948,ocir_1,18,10,66.67,0.5,47689
948,TheChris16,18,9,66.67,1.33,62339
948,LeeDoode,24,10,66.67,1.17,64843
948,BRETMAX,15,11,66.67,1.4,55480
948,Drake802,15,10,66.67,0.33,36714
948,Gin_lchimaru,21,9,66.67,0.71,73928
948,Woodpaper,18,9,66.67,0.94,45868
948,Martin_YFCH,33,9,66.67,0.42,42972
948,poseidon150979,15,12,66.67,0.07,18069
948,091_Adjunct_Testament,24,9,66.67,0.54,55344
948,HEY_2017,18,9,66.67,0.89,59662
948,Killer_Meme_Star,15,10,66.67,1.87,81540
948,Cattnip13,24,9,66.67,1.0,63212
948,SoCalSniper,51,6,66.67,0.92,56943
948,jOnatas_BRS,15,10,66.67,1.0,94352
948,interestinglittlepotato,54,7,66.67,0.94,64133
948,rolling_coal1984,24,10,66.67,0.71,52827
948,bomber_craft,24,10,66.67,0.71,48963
948,Alexander020304,21,9,66.67,1.1,64212
948,survivingscout,87,1,66.67,0.9,57069
948,Juan_David_Beltran,33,8,66.67,0.7,52481
948,N00B_DD,21,8,66.67,1.14,68724
948,LunarQuean,42,5,66.67,1.36,61133
948,Wanderer_,30,9,66.67,0.87,43599
948,Batmantis_,15,10,66.67,1.13,66928
